out_항공,out_출발시간,out_도착시간,out_소요시간,in_항공,in_출발시간,in_도착시간,in_소요시간,카드사,가격
"델타항공, 아시아나항공",13:00,22:30,"경유 1, 18시간 30분","델타항공, 아시아나항공",14:15,22:22,"경유 2, 23시간 07분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,113,700"
델타항공,13:00,10:55,"경유 1, 30시간 55분",델타항공,00:45,09:50,"경유 2, 24시간 05분",성인/모든 결제수단,"2,114,800"
델타항공,07:25,00:05,"경유 2, 25시간 40분",대한항공,14:15,22:12,"경유 2, 22시간 57분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,115,000"
대한항공,13:00,10:55,"경유 1, 30시간 55분",델타항공,00:45,09:50,"경유 2, 24시간 05분",성인/모든 결제수단,"2,116,100"
"델타항공, 아시아나항공",13:00,22:30,"경유 1, 18시간 30분",대한항공,14:15,22:12,"경유 2, 22시간 57분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,116,300"
"델타항공, 캐세이퍼시픽항공",19:59,20:00,"경유 2, 33시간 01분","델타항공, 캐세이퍼시픽항공",12:20,13:50,"경유 1, 16시간 30분",성인/KB국민카드(이용실적 충족시),"2,117,300"
대한항공,07:25,00:05,"경유 2, 25시간 40분",대한항공,14:15,22:12,"경유 2, 22시간 57분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,117,600"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,123,600"
유나이티드항공,06:15,16:45,"경유 1, 19시간 30분",유나이티드항공,14:45,14:25,"경유 1, 14시간 40분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,140,400"
대한항공,13:00,00:05,"경유 1, 20시간 05분",대한항공,17:55,14:57,"경유 2, 36시간 02분",성인/모든 결제수단,"2,145,000"
"알래스카항공, 에바항공",07:00,19:55,"경유 2, 21시간 55분","에바항공, 에어캐나다",15:25,22:05,"경유 2, 21시간 40분",성인/모든 결제수단,"2,148,300"
델타항공,13:00,22:30,"경유 1, 18시간 30분",아시아나항공,00:30,12:45,"경유 1, 27시간 15분",성인/모든 결제수단,"2,153,300"
델타항공,13:00,22:30,"경유 1, 18시간 30분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,153,700"
델타항공,13:00,22:30,"경유 1, 18시간 30분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,154,600"
"알래스카항공, 에바항공",19:59,08:50,"경유 2, 21시간 51분","에바항공, 에어캐나다",15:25,22:05,"경유 2, 21시간 40분",성인/모든 결제수단,"2,155,000"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,158,400"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,161,000"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,165,600"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,166,500"
"델타항공, 대한항공",13:00,22:30,"경유 1, 18시간 30분","델타항공, 대한항공",00:45,10:40,"경유 1, 24시간 55분",성인/모든 결제수단,"2,174,400"
에바항공,01:50,08:50,"경유 1, 16시간 00분",에바항공,17:10,19:30,"경유 1, 17시간 20분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,176,200"
"알래스카항공, 에바항공",07:00,19:55,"경유 2, 21시간 55분","알래스카항공, 에바항공",17:10,19:30,"경유 1, 17시간 20분",성인/모든 결제수단,"2,180,600"
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,182,400"
"알래스카항공, 에바항공",19:59,08:50,"경유 2, 21시간 51분","알래스카항공, 에바항공",17:10,19:30,"경유 1, 17시간 20분",성인/모든 결제수단,"2,187,400"
델타항공,13:00,22:30,"경유 1, 18시간 30분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,190,200"
델타항공,13:00,22:30,"경유 1, 18시간 30분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/모든 결제수단,"2,190,600"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,196,700"
