항공,출발 시간,도착 시간,소요 시간,카드사,가격
일본항공,11:40,20:15,"경유 1, 13시간 35분",성인/모든 결제수단,"8,236,000"
ANA,21:40,15:00,"경유 2, 22시간 20분",성인/롯데카드,"8,551,900"
ANA,13:20,15:00,"경유 2, 30시간 40분",성인/롯데카드,"8,631,000"
유나이티드항공,12:40,04:10,"경유 1, 20시간 30분",성인/모든 결제수단,"8,660,400"
유나이티드항공,12:40,04:10,"경유 1, 20시간 30분",성인/모든 결제수단,"8,740,400"
하와이안항공,11:35,18:35,"경유 1, 12시간 00분",성인/KB국민카드(이용실적 충족시),"8,962,900"
하와이안항공,13:20,05:00,"경유 1, 20시간 40분",성인/롯데카드,"9,051,300"
아시아나항공,13:20,05:00,"경유 1, 20시간 40분",성인/NH채움카드,"9,063,100"
"대한항공, 유나이티드항공",13:20,05:00,"경유 1, 20시간 40분",성인/삼성카드,"9,118,700"
하와이안항공,12:40,22:05,"경유 1, 14시간 25분",성인/롯데카드,"9,118,800"
에어캐나다,15:50,11:30,"경유 1, 24시간 40분",성인/모든 결제수단,"9,193,816"
아메리칸항공,19:00,15:15,"경유 1, 25시간 15분",성인/BC바로카드,"9,200,000"
하와이안항공,13:30,04:30,"경유 1, 20시간 00분",성인/롯데카드,"9,298,200"
아시아나항공,13:30,04:30,"경유 1, 20시간 00분",성인/NH채움카드,"9,310,000"
"대한항공, 유나이티드항공",13:30,04:30,"경유 1, 20시간 00분",성인/삼성카드,"9,365,600"
하와이안항공,11:35,18:35,"경유 1, 12시간 00분",성인/롯데카드,"11,399,700"
아시아나항공,11:35,18:35,"경유 1, 12시간 00분",성인/NH채움카드,"11,411,500"
하와이안항공,13:50,04:10,"경유 1, 19시간 20분",성인/롯데카드,"11,441,400"
"아시아나항공, ANA",11:35,22:05,"경유 1, 15시간 30분",성인/모든 결제수단,"11,449,514"
대한항공,11:35,18:35,"경유 1, 12시간 00분",성인/삼성카드,"11,467,100"
"유나이티드항공, ANA",13:50,04:10,"경유 1, 19시간 20분",성인/삼성카드,"11,837,600"
"유나이티드항공, ANA",12:40,11:30,"경유 1, 27시간 50분",성인/삼성카드,"11,851,400"
"유나이티드항공, ANA",13:50,04:10,"경유 1, 19시간 20분",성인/삼성카드,"12,140,500"
"유나이티드항공, ANA",12:40,11:30,"경유 1, 27시간 50분",성인/삼성카드,"12,154,300"
"유나이티드항공, ANA",12:40,11:30,"경유 1, 27시간 50분",성인/삼성카드,"13,501,700"
"유나이티드항공, ANA",12:40,11:30,"경유 1, 27시간 50분",성인/삼성카드,"13,577,200"
